company_id,tsx_code,company_name,name_alt,status,headquarters,minerals_of_interest,percent_gold,percent_silver,description,last_updated
310,ONYX.V,ONYX GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,Onyx Gold is a Canadian-based exploration company focused on gold.,2025-03-26 00:00:00+0000
311,OPW.V,OPAWICA EXPLORATIONS,,explorer,"Vancouver, Canada",Gold,100.0,0.0,"Early-stage junior exploration company focused on acquiring and exploring gold properties primarily in the Abitibi Greenstone Belt, Quebec (Arrowhead, Bazooka projects) and the Central Newfoundland Gold Belt (McTavish, Chapel Island projects). Currently lacks defined NI 43-101 compliant resources or reserves.",2024-05-22 00:00:00+0000
312,OR.TO,OSISKO GOLD ROYALTIES,Osisko Gold Royalties Ltd,explorer,"Montreal, Canada","gold, silver, diamond, other",,,"Osisko Gold Royalties Ltd acquires and manages precious metal and other royalties, streams, and other interests in Canada and internationally. It also owns options on offtake; royalty/stream financings; and exclusive rights to participate in future royalty/stream financings on various projects. The company's primary asset is a 3-5% net smelter return royalty on the Canadian Malartic complex located in Canada. In addition, it is involved in the exploration, evaluation, and development of mining properties. It primarily explores for precious metals, including gold, silver, diamond, and others. Osisko Gold Royalties Ltd was founded in 2014 and is headquartered in Montreal, Canada.",2025-03-18 06:04:40+0000
313,ORA.TO,AURA MINERALS,Aura Minerals Inc.,producer,"Miami, USA","gold, copper, silver",80.0,5.0,"Mid-tier gold and copper producer with operating mines in Honduras (San Andres), Brazil (EPP - Ernesto/Pau-a-Pique), Mexico (Aranzazu), and ramping up Almas (Brazil). Also has the Matupa project (Brazil) and Tolda Fria (Colombia). Focus on Americas.",2024-07-27 19:00:00+0000
314,ORE.TO,OREZONE GOLD,Orezone Gold Corporation,producer,"Vancouver, Canada",gold,100.0,0.0,Gold producer focused on its Bomboré Gold Mine in Burkina Faso. Advancing towards Phase II Hard Rock Expansion.,2024-07-27 19:05:00+0000
315,ORV.TO,ORVANA MINERALS,Orvana Minerals Corp.,producer,"Toronto, Canada","gold, copper, silver",85.0,10.0,"Gold, copper, and silver producer primarily operating the OroValle operations (El Valle and Carles mines) in northern Spain. Previously operated Don Mario (Bolivia - sold) and has Tagua exploration project in Argentina.",2024-07-27 19:10:00+0000
316,OZ.V,VALKEA RESOURCES,,explorer,"1111 West Hastings Street, Vancouver, BC, Canada",,,,"Valkea Resources Corp engages in the acquisition and exploration of gold. Its flagship project is the 100% owned Paana project in Finland. Valkea Resources Corp is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
317,PA.V,PALAMINA,Palamina Corp.,explorer,"Toronto, Canada","gold, silver, copper",95.0,5.0,"Gold-focused exploration company primarily targeting the Puno Orogenic Gold Belt (POGB) in southeastern Peru. Key projects include Usicayos, Coasa (Veta Zone), Gaban, Bendi, and Cori.",2024-07-27 18:45:00+0000
318,PAAS.TO,PAN AMERICAN SILVER,Pan American Silver Corp.,producer,"Vancouver, Canada","silver, gold, zinc, lead, copper",80.0,20.0,"Major silver and gold producer with operations across Latin America (Peru, Mexico, Argentina, Bolivia, Chile, Brazil) and Canada. Key assets include La Colorada, Huaron, Timmins, Jacobina, El Peñon, Cerro Moro, Escobal. Acquired Yamana Gold assets in 2023.",2024-05-27 13:30:00+0000
319,PAL.V,PALAMINA,Palamina Corp.,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company focused on the Puno Orogenic Gold Belt (POGB) in southeastern Peru. Flagship project is Usicayos; other projects include Pluma, Cori, Bendi. Operates partly under a project generator model.",2024-05-27 13:35:00+0000
320,PAU.CN,PROVENANCE GOLD,Provenance Gold Corp.,explorer,"Vancouver, Canada","gold, silver",95.0,5.0,"Exploration company focused on gold and silver discovery in Nevada, USA. Key projects include White Rock, Eldorado, and Mineral Hill.",2024-05-27 13:15:00+0000
321,OMG.V,OMAI GOLD MINES,,explorer,"Toronto, Canada",gold,100.0,0.0,"Explorer and developer focused on reviving the past-producing Omai Gold Mine in Guyana, which historically produced 3.8 million ounces of gold.",2025-03-26 00:00:00+0000
322,PGC.V,PLATO GOLD,Plato Gold Corp.,explorer,"Toronto, Canada","gold, PGEs, nickel, copper, silver",60.0,5.0,"Exploration company with a diversified portfolio including gold projects in Timmins and Pic River (Ontario, Canada), PGE-Ni-Cu potential at Good Hope (Ontario), and the Lolita silver-gold project in Santa Cruz, Argentina.",2024-05-27 13:00:00+0000
323,PGDC.V,PATAGONIA GOLD,Patagonia Gold Corp.,producer,"Vancouver, Canada","gold, silver",85.0,15.0,Gold and silver producer and developer focused in the Santa Cruz and Rio Negro provinces of Argentina. Currently producing from Lomada de Leiva and developing the Cap Oeste (acquired from MARA) and Calcatreu projects.,2024-05-27 13:05:00+0000
324,OLA.TO,ORLA MINING,,producer,"Vancouver, Canada","gold, silver",98.0,2.0,Gold and silver producer with operations in Mexico and Canada. Key projects include Camino Rojo and Musselwhite.,2025-03-26 00:00:00+0000
325,PGX.V,PROSPER GOLD,Prosper Gold Corp.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company focused on the Golden Sidewalk project in the Red Lake mining district of Ontario, Canada.",2024-05-27 12:40:00+0000
326,PJX.V,PJX RESOURCES,PJX Resources Inc.,explorer,"Vancouver, Canada","gold, silver, zinc, lead, copper",30.0,20.0,"Exploration company focused on discovery in the Sullivan mining district and Purcell Anticline area of southeastern British Columbia, Canada. Key projects include Gold Shear (Au), Vine (Zn-Pb-Ag), DD (Zn-Pb-Ag), Zinger (Zn-Pb-Ag), Dewdney Trail (Au-Ag-Cu). JV partner Osisko Development on Vine & DD properties.",2024-05-27 12:45:00+0000
327,PLY.V,PLAYFAIR MINING,Playfair Mining Ltd.,explorer,"Vancouver, Canada","copper, nickel, cobalt, gold",5.0,0.0,"Exploration company focused on its large RKV (Rødalen, Kjøli, Vakkerlien) Copper-Nickel-Cobalt Project in Norway. Also holds the Granite Dells Au-Cu Porphyry prospect in British Columbia, Canada.",2024-05-27 12:50:00+0000
328,PGLD.V,P2 GOLD,P2 Gold Inc.,explorer,"Vancouver, Canada","gold, silver, copper",70.0,5.0,"Exploration company focused on advancing its gold-copper Gabbs project in Nevada, USA and exploring the gold-silver BAM property in the Golden Triangle of British Columbia, Canada.",2024-05-27 13:10:00+0000
329,PPP.V,PROSPECTOR METALS,Prospector Metals Corp.,explorer,"Vancouver, Canada","gold, nickel, copper, PGEs",80.0,0.0,"Project generator and explorer focused primarily on gold in Canada (Newfoundland - Toogood, Ontario - Savant Lake) and also base metals (Ontario - Whitton Ni-Cu-PGE).",2024-05-27 12:25:00+0000
330,PPX.V,PPX MINING,PPX Mining Corp.,developer,"Vancouver, Canada","gold, silver",85.0,15.0,Focused on advancing its Igor Gold-Silver Project in northern Peru towards production. Completed CCAA restructuring in early 2024. Igor includes the Callanquitas and Portachuelos zones.,2024-05-27 12:30:00+0000
331,PRB.TO,PROBE GOLD,,explorer,"56 Temperance Street, Toronto, ON, Canada",,,,"Probe Gold Inc., a precious metal exploration company, engages in the acquisition, exploration, and development of gold properties in Canada. the company's flagship asset is its 100%-owned Novador property comprising 436 square kilometers, which includes the Monique, Pascalis, and Courvan trends and their deposits located in the city of Val-d'Or, Quebec. It also acquired a 100% interest in the Stella Property located in the Val-d'Or region, Quebec. The company was formerly known as Probe Metals Inc. and changed its name to Probe Gold Inc. in January 2023. Probe Gold Inc. was incorporated in 2015 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
332,PNTR.V,PANTERA SILVER,Pantera Silver Corp.,explorer,"Vancouver, Canada","silver, gold",10.0,90.0,Silver-focused exploration company targeting projects in the Mexican Silver Belt. Key projects include the Nuevo Taxco Silver Project and the Laurita Silver-Gold Project.,2024-05-27 12:20:00+0000
333,PEX.V,PACIFIC RIDGE,Pacific Ridge Exploration Ltd.,explorer,"Vancouver, Canada","copper, gold, silver",46.0,1.0,"Copper-gold focused exploration company targeting porphyry deposits in British Columbia, Canada. Flagship project is Kliyul, with additional projects including RDP, Chuchi, and Onjo.",2024-05-27 13:20:00+0000
334,PRU.TO,PERSEUS MINING,Perseus Mining Limited,producer,"Subiaco, Australia",gold,,,"Perseus Mining Limited, together with its subsidiaries, explores, evaluates, develops, and mines for gold properties in West Africa. The company holds interests in the Edikan gold mine project located in Ghana; and the Sissingué and Yaouré gold mine projects located in Republic of Côte d'Ivoire. It also holds 70% interest in the Meyas Sand gold project in Sudan. The company was incorporated in 2003 and is based in Subiaco, Australia.",2025-03-18 06:04:40+0000
335,PRYM.TO,PRIME MINING,Prime Mining Corp.,developer,"Vancouver, Canada","gold, silver",70.9,29.1,"Canadian-based developer focused on high-grade gold-silver projects in Mexico. Key project is Los Reyes in Sinaloa, with an updated mineral resource estimate of 1.13 million ounces AuEq (indicated) and 0.46 million ounces AuEq (inferred). Also holds Zacoalco project in Jalisco, currently in early exploration.",2025-03-26 00:00:00+0000
336,PRG.V,PRECIPITATE GOLD,,explorer,"625 Howe Street, Vancouver, BC, Canada",,,,"Precipitate Gold Corp. engages in the acquisition and exploration, exploitation, and development of mineral resources in Canada and the Dominican Republic. The company explores for gold and base metal deposits. It holds 100% interests in the Juan de Herrera Project covering an area of approximately 12,706 hectares; Pueblo Grande Project consisting of single contiguous claim block covering an area of approximately 7,105 hectares; and Ponton Project comprising single exploration concession covering an area of approximately 3,250 hectares located in the Dominican Republic. Precipitate Gold Corp. was incorporated in 2011 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
337,PX.V,PELANGIO EXPLORATION,,explorer,"82 Richmond Street, Toronto, ON, Canada",,,,"Pelangio Exploration Inc., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds interests in various gold properties in Canada and Ghana. Pelangio Exploration Inc. was incorporated in 2008 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
338,QIM.CN,QUIMBAYA GOLD,,explorer,"350 7th Avenue SW, Calgary, AB, Canada",,,,"Quimbaya Gold Inc., together with its subsidiaries, engaged in the acquisition, exploration, and development of mineral properties in Colombia. It explores for gold and silver deposits. The company primarily holds interest in the Berrio project located in Antioquia. Quimbaya Gold Inc. was incorporated in 2020 and is based in Calgary, Canada.",2025-03-18 06:04:40+0000
339,QZM.V,QUARTZ MOUNTAIN RESOURCES,,explorer,"1040 West Georgia Street, Vancouver, BC, Canada",,,,"Quartz Mountain Resources Ltd. engages in the acquisition, exploration, and development of mineral properties in British Columbia, Canada. The company explores for gold, silver, and copper deposits. It holds a 100% interest in the Jake mineral property consists of 12 contiguous mineral claims that cover an area of approximately 3,381 hectare located in Smithers, Northwestern British Columbia; Maestro property, which include 13 contiguous mineral claims covering an area of approximately 2,309.4 hectare located in central British Columbia; and the Troy property situated in central British Columbia. The company was formerly known as Quartz Mountain Gold Corp. and changed its name to Quartz Mountain Resources Ltd. in November 1997. Quartz Mountain Resources Ltd. was incorporated in 1982 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
340,RAGE.V,RENEGADE GOLD,,explorer,"1615 – 200 Burrard Street, Vancouver, BC, Canada",,,,"Renegade Gold Inc. engages in the acquisition, exploration, and development of mineral properties primarily located in the Red Lake mining district of northern Ontario. It explores for gold and copper deposits. Its flagship project is the 100% owned Newman Todd Project located to the Red Lake District. The company was formerly known as Trillium Gold Mines Inc. and changed its name to Renegade Gold Inc. in July 2023. Renegade Gold Inc. was incorporated in 2005 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
341,RAMP.V,RAMP METALS,,explorer,"3148 Highland Boulevard, North Vancouver, BC, Canada",,,,"Ramp Metals Inc., an exploration company, focuses on a new Saskatchewan gold district. The company has gold discovery at its flagship Rottenstone SW property. The Rottenstone SW property comprises of 32,715 hectares and is situated in the Rottenstone Domain. Ramp Metals Inc. is based in North Vancouver, Canada.",2025-03-18 06:04:40+0000
342,RBX.V,ROBEX RESOURCES,,explorer,"Édifice Le Delta 1, Québec, QC, Canada",,,,"Robex Resources Inc. engages in the exploration, development, and production of gold in West Africa. The company's flagship asset include the Kinerio project comprising 470 square kilometre package of mining licences in the prolific Siguiri Basin, Guinea; and Nampala mining permit located in Republic of Mali. It also holds five exploration permits, including Mininko, Kamasso, Gladié, Sanoula, and Diangouté in Mali. Robex Resources Inc. was incorporated in 1985 and is headquartered in Québec, Canada.",2025-03-18 06:04:40+0000
343,RDG.V,RIDGELINE MINERALS,,explorer,"1066 West Hastings Street, Vancouver, BC, Canada",,,,"Ridgeline Minerals Corp. engages in the acquisition, exploration, and evaluation of mineral properties in the United States. The company primarily explores for gold, lead, zinc, copper, and silver deposits. The company's flagship project is the 100% owned the Selena project comprising 467 BLM administered contiguous federal lode claims covering an area of approximately 9,626 acres located in White Pine County, Nevada. The company was formerly known as Carlin-Type Holdings Ltd. and changed its name to Ridgeline Minerals Corp. in December 2019. Ridgeline Minerals Corp. was founded in 2018 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
344,RDS.V,RADISSON MINING,,explorer,"PO Box 307, Rouyn-Noranda, QC, Canada",,,,"Radisson Mining Resources Inc., a gold exploration company, engages in the acquisition, exploration, and development of mining properties in Canada. Its flagship project is the 100% owned O'Brien gold project that includes 120 claims covering an area of 5,875 hectares located in the Abitibi-Témiscamingue region, Quebec. The company was incorporated in 1983 and is headquartered in Rouyn-Noranda, Canada.",2025-03-18 06:04:40+0000
345,PRIZ.CN,PRISMO METALS,Prismo Metals Inc.,explorer,"Vancouver, Canada","silver, gold, copper",45.0,50.0,"Exploration company focused on high-grade silver-gold projects in Mexico (Palos Verdes, Los Pavitos) and a copper project in Arizona (Hot Breccia). Palos Verdes is adjacent to Vizsla Silver s Panuco project.",2024-05-27 12:10:00+0000
346,REX.V,OREX MINERALS,,explorer,"1055 West Hastings Street, Vancouver, BC, Canada",,,,"Orex Minerals Inc., a junior mineral exploration company, engages in the acquisition and exploration of mineral properties in Mexico and Canada. It primarily explores for silver, copper, gold, lead, and zinc. The company owns interests in the Coneto silver-gold project located in the Durango, Mexico; the Jumping Josephine Gold project located in British Columbia, Canada; and the Valenciana Mining District is located in northern Zacatecas State. Orex Minerals Inc. was incorporated in 1996 and is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
347,RG.V,ROMIOS GOLD RESOURCES,Romios Gold Resources Inc.,explorer,"Toronto, Canada","gold, copper, silver",60.0,10.0,"Exploration company with a portfolio of projects primarily in British Columbia (Trek, JW, Newmont Lake), Ontario (Lundmark-Akow Lake), Quebec (Hislop), and Nevada, USA (Kinkaid). Focus on gold, copper, and silver.",2024-06-11 00:00:00+0000
348,RDU.V,RADIUS GOLD,,explorer,"200 Burrard Street, Vancouver, BC, Canada",,,,"Radius Gold Inc. engages in the acquisition and exploration of mineral properties. The company explores for gold, copper, and silver deposits. It holds interests in the Amalia, Plata Verde, Rambler, and Lithium Brine projects located in Mexico; and interests in the Motagua Norte and Holly projects located in Guatemala. The company is headquartered in Vancouver, Canada.",2025-03-18 06:04:40+0000
349,RGLD.CN,RED LAKE GOLD,Red Lake Gold Inc.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Junior exploration company focused on gold exploration in the Red Lake and Confederation Lake greenstone belts of Ontario, Canada. Key project is the Alma property.",2024-06-11 00:00:00+0000
350,RIO.V,RIO2,Rio2 Limited,developer,"Vancouver, Canada","gold, silver",95.0,5.0,"Gold developer focused on its Fenix Gold Project in the Maricunga Gold Belt, Chile, a large oxide gold deposit. Pursuing permitting and financing for mine construction.",2024-06-11 00:00:00+0000
351,RK.V,ROCKHAVEN RESOURCES,Rockhaven Resources Ltd.,developer,"Vancouver, Canada","gold, silver, lead, zinc",50.0,50.0,"Exploration and development company focused on its 100%-owned Klaza gold-silver project in Yukon, Canada. Project hosts a significant polymetallic resource with a positive PEA.",2024-06-11 00:00:00+0000
352,RKR.V,ROKMASTER RESOURCES,Rokmaster Resources Corp.,developer,"Vancouver, Canada","gold, silver, lead, zinc",60.0,40.0,"Exploration and development company focused on its Revel Ridge polymetallic project near Revelstoke, British Columbia, Canada. Project has a significant resource and a positive PEA.",2024-06-11 00:00:00+0000
353,RLYG.V,RILEY GOLD,Riley Gold Corp.,explorer,"Vancouver, Canada","gold, silver",85.0,15.0,"Gold and silver exploration company focused on Nevada, USA. Key projects include Tokop (Walker Lane Trend) and Pipeline West/Pipeline South (Cortez Trend).",2024-06-11 00:00:00+0000
354,ROCK.V,EROS RESOURCES,Eros Resources Corp.,developer,"Vancouver, Canada","gold, silver",80.0,20.0,"Holds royalty and property interests, primarily focused on the Bell Mountain gold-silver project in Nevada, USA, which is being advanced by partners. Also holds exploration properties in British Columbia.",2024-06-11 00:00:00+0000
355,ROS.V,ROSCAN GOLD,Roscan Gold Corporation,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company focused on the Kandiole Gold Project in Mali, West Africa. The project covers a large land package with multiple prospects and a significant NI 43-101 compliant gold resource.",2024-06-11 00:00:00+0000
356,OMI.V,OROSUR MINING,,explorer,"Vancouver, Canada","gold, silver",90.0,10.0,Orosur Mining is a Canadian-based exploration company focused on gold and silver in South America.,2025-03-26 00:00:00+0000
357,RPX.V,RED PINE EXPLORATION,Red Pine Exploration Inc.,explorer,"Toronto, Canada",gold,98.0,2.0,"Gold exploration company advancing the Wawa Gold Project in Ontario, Canada. The project hosts a significant NI 43-101 compliant gold resource near past-producing mines.",2024-06-11 00:00:00+0000
358,RR.CN,RECHARGE RESOURCES,,explorer,"Vancouver, Canada","lithium, nickel, gold",20.0,0.0,"Explorer focused on battery metals with projects in Canada and Argentina, including lithium at Pocitos and Georgia Lake, nickel at Murray Ridge and Pinchi Lake, and gold at Brussels Creek.",2025-03-26 00:00:00+0000
359,RRI.V,RIVERSIDE RESOURCES,Riverside Resources Inc.,explorer,"Vancouver, Canada","gold, silver, copper",66.7,33.3,"Prospect generator focused on gold, silver, and copper exploration in Mexico and Canada. Utilizes a joint venture model to advance its portfolio, including projects like Oakes, Cecilia (JV with Hochschild) in Sonora, Mexico.",2024-06-11 00:00:00+0000
360,RSG.CN,ROCKY SHORE GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Junior exploration company, potentially focused on gold. Limited public information available under this specific name and ticker (RSG.CN on CSE). May be inactive or private, or associated with a renamed entity (e.g., Relevant Gold Corp.).",2024-06-11 00:00:00+0000
361,RSLV.V,REYNA SILVER,Reyna Silver Corp.,explorer,"Vancouver, Canada","silver, gold",15.0,85.0,"Exploration company focused on district-scale, high-grade silver discoveries in Mexico (Guigui, Batopilas) and Nevada, USA (Medicine Springs). Targeting Carbonate Replacement Deposit (CRD) systems.",2024-06-11 00:00:00+0000
362,RSM.V,RESOURO STRATEGIC METALS,Resouro Strategic Metals Inc.,explorer,"Vancouver, Canada","Titanium (TiO2), Rare Earth Elements (REE)",0.0,0.0,"Explorer focused on the large-scale Tiros Titanium (TiO2) and Rare Earth Element (REE) project in Minas Gerais, Brazil. Reported significant NI 43-101 compliant resources in 2024.",2024-06-11 00:00:00+0000
363,RSMX.V,REGENCY SILVER,Regency Silver Corp.,explorer,"Vancouver, Canada","silver, gold",20.0,80.0,Silver and gold explorer focused on Mexico. Flagship project is the high-grade Dios Padre silver discovery in Sonora. Also holds the El Tule (Cu-Au) and La Majada (Au-Ag) properties.,2024-06-11 00:00:00+0000
364,RTG.TO,RTG MINING,RTG Mining Inc.,developer,"Perth, Australia","copper, gold, iron",30.0,0.0,Development stage company focused on the high-grade Mabilo Copper-Gold-Magnetite project in the Philippines. Holds exploration interests in the Chanach Project (Kyrgyz Republic) and an indirect interest in the Panguna Mine via BCL.,2024-06-11 00:00:00+0000
365,PUMA.V,PUMA EXPLORATION,,explorer,"175, LegarE Street, Rimouski, QC, Canada",,,,"Puma Exploration Inc., a junior mining exploration company, engages in the acquisition, prospection, and development of mining properties in Canada. The company primarily explores for gold and copper deposits. Its flagship project is the Williams Brook Gold project covering an area of approximately 49,000 hectares located in Northern New Brunswick. The company was incorporated in 2000 and is headquartered in Rimouski, Canada.",2025-03-18 06:04:40+0000
366,RGC.CN,RELEVANT GOLD,Relevant Gold Corp.,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company focused on district-scale projects in Wyoming, USA. Key projects include Golden Buffalo and Lewiston within the South Pass Gold Field.",2024-06-11 00:00:00+0000
367,ROX.V,CANSTAR RESOURCES,Canstar Resources Inc.,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company focused on the district-scale Golden Baie project in south-central Newfoundland, Canada. Exploring multiple high-grade gold occurrences.",2024-06-11 00:00:00+0000
368,RUA.V,RUA GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,Rua Gold Inc. is a Canadian exploration company focused on the exploration and development of gold projects in New Zealand. Their focus is on early stage exploration opportunities.,2024-05-16 00:00:00+0000
369,RVG.V,REVIVAL GOLD,,developer,"Toronto, Canada",gold,100.0,0.0,"Revival Gold Inc. is a Canadian development-stage company focused on advancing the Beartrack-Arnett Gold Project in Idaho, USA. The company is focused on bringing this past-producing mine back into operation.",2024-05-16 00:00:00+0000
370,RYE.V,RHYOLITE RESOURCES,,explorer,"Vancouver, Canada","gold, silver",60.0,40.0,Rhyolite Resources Ltd. is a Canadian exploration company focused on acquiring and exploring mineral properties. Their focus is on gold and silver exploration. Projects are early stage.,2024-05-16 00:00:00+0000
371,RYR.V,ROYAL ROAD MINERALS,,explorer,"Toronto, Canada","gold, silver, copper",70.0,20.0,"Royal Road Minerals Ltd. is a Canadian exploration company focused on acquiring and exploring mineral properties in Latin America and the Caribbean. Their focus is on gold, silver and copper exploration. Projects are early stage.",2024-05-16 00:00:00+0000
372,SAG.V,STERLING METALS,,explorer,"Vancouver, Canada","silver, gold, lead, zinc",5.0,95.0,"Sterling Metals Corp. is a Canadian exploration company focused on silver, lead, and zinc projects in Newfoundland, Canada. Key project is the Sail Pond project.",2024-05-16 00:00:00+0000
373,SAM.TO,STARCORE INTERNATIONAL MINES,,producer,"Vancouver, Canada",gold,100.0,0.0,"Starcore International Mines Ltd. is a gold producer focused on its San Martin mine in Queretaro, Mexico. The company is engaged in exploration and production of gold.",2024-05-16 00:00:00+0000
374,SANU.CN,SANU GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Sanu Gold Corp. is a Canadian exploration company focused on the exploration and development of gold projects in West Africa, specifically Guinea. Their focus is on early stage exploration opportunities.",2024-05-16 00:00:00+0000
375,SBMI.V,SILVER BULLET MINES,,producer,"Phoenix, Arizona, USA",silver,0.0,100.0,"Silver Bullet Mines, Inc. is a silver mining company focused on reactivating historically producing silver mines. Key asset is the Washington Mine in Arizona. Production is focused on high-grade silver.",2024-05-16 00:00:00+0000
376,SCOT.V,SCOTTIE RESOURCES,,explorer,"Vancouver, Canada","gold, silver",70.0,30.0,"Scottie Resources Corp. is a Canadian exploration company focused on discovering high-grade gold and silver deposits in the Golden Triangle of British Columbia, Canada. Projects include Blueberry Zone, Scottie Gold Mine, and Georgia River.",2024-05-16 00:00:00+0000
377,SCZ.V,SANTACRUZ SILVER,,producer,"Vancouver, Canada","silver, gold, zinc, lead",1.0,99.0,"Santacruz Silver Mining Ltd. is a silver producer with multiple operating mines and exploration properties in Mexico. Its primary focus is on silver production, but also produces gold, lead and zinc. Key projects include the Zimapan Mine and the Boleras Project.",2024-05-16 00:00:00+0000
378,SDR.V,STROUD RESOURCES,,explorer,"Vancouver, Canada","gold, silver",95.0,5.0,"Stroud Resources is a Canadian exploration company focused on acquiring and exploring precious metal properties in North America and Mexico. Their primary focus is on gold and silver exploration. Projects include Santo Tomas, Mexico and others in Canada.",2024-05-16 00:00:00+0000
379,SEA.TO,SEABRIDGE GOLD,,developer,"Toronto, Canada","gold, copper, silver",90.0,5.0,"Seabridge Gold is a Canadian development stage company focused on the acquisition and development of gold resources. Their primary asset is the KSM (Kerr-Sulphurets-Mitchell) project in British Columbia, one of the world’s largest undeveloped gold projects. Other projects include Courageous Lake and Snowstorm.",2024-05-16 00:00:00+0000
380,SEEM.CN,SERRA ENERGY METALS,Serra Energy Metals Corp.,explorer,"Vancouver, Canada","Lithium, Energy Metals",0.0,0.0,"Early-stage exploration company previously focused on acquiring energy metals properties, particularly lithium in Newfoundland. Currently shows limited operational updates and may be evaluating strategic options. Does not report NI 43-101 compliant resources or reserves.",2024-05-22 00:00:00+0000
381,SGC.V,SOLSTICE GOLD CORP,,explorer,"Vancouver, Canada","gold, lithium",80.0,0.0,"Gold and lithium exploration company with district-scale projects in Ontario and Nunavut, Canada. Key projects include the Strathy Gold Project and Qaiqtuq Gold Project.",2025-03-26 00:00:00+0000
382,SGD.V,SNOWLINE GOLD CORP,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company focused on the Rogue Project in Yukon, Canada, with a significant land package and ongoing drilling to expand the Valley Gold Deposit.",2025-03-26 00:00:00+0000
383,SGLD.TO,SABRE GOLD MINES CORP,,developer,"Vancouver, Canada",gold,100.0,0.0,"Gold development company focused on restarting production at the Copperstone gold mine in Arizona, USA.",2025-03-26 00:00:00+0000
384,RUG.V,RUGBY RESOURCES,RUGBY MINING,explorer,"Vancouver, Canada","gold, silver, copper",40.0,30.0,"Rugby Resources Ltd. is a Canadian exploration company focused on acquiring and exploring mineral properties in Colombia. They are involved in gold, silver and copper exploration. Projects are early stage.",2024-05-16 00:00:00+0000
385,SGN.V,SCORPIO GOLD CORP,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company focused on the Mineral Ridge project in Nevada, USA, with additional projects in Goldwedge and Goldstrike.",2025-03-26 00:00:00+0000
386,SGU.V,SIGNATURE RESOURCES,,explorer,"Toronto, Canada",gold,100.0,0.0,"Gold exploration company focused on the Lingman Lake Gold project in Northwestern Ontario, Canada. Plans to publish a maiden NI 43-101 compliant resource estimate in 2025.",2025-03-26 00:00:00+0000
387,RUSH.V,CAROLINA RUSH,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Carolina Rush Corporation is a Canadian exploration company focused on gold exploration. Their projects are in the Carolinas, USA. Focus is on district-scale gold systems.",2024-05-16 00:00:00+0000
388,SHL.V,HOMELAND NICKEL,,explorer,"110 Yonge Street, Toronto, ON, Canada",,,,"Homeland Nickel Inc. engages in the acquisition, exploration, evaluation, and development of mineral properties in Canada and the United States. It primarily explores for nickel, copper, and gold deposits. The company was formerly known as Spruce Ridge Resources Ltd. and changed its name to Homeland Nickel Inc. in May 2024. Homeland Nickel Inc. was incorporated in 1989 and is headquartered in Toronto, Canada.",2025-03-18 06:04:40+0000
389,RUP.TO,RUPERT RESOURCES,,explorer,"Toronto, Canada",gold,100.0,0.0,Rupert Resources Ltd. is a Canadian exploration company focused on gold exploration and development in Finland. Their key project is the Ikkari discovery at the Pahtavaara project.,2024-05-16 00:00:00+0000
390,SIG.V,SITKA GOLD,,explorer,"Vancouver, Canada",gold,100.0,0.0,"Gold exploration company with key projects in Yukon, Nevada, Arizona, and Nunavut, including RC Gold, Alpha Gold, Burro Creek Gold, and Coppermine River.",2025-03-25 23:24:00+0000
391,SIL.TO,SILVERCREST METALS,,producer,"Vancouver, Canada","silver, gold",50.0,50.0,"SilverCrest Metals is a precious metals producer with a focus on silver and gold, primarily through their Las Chispas project in Sonora, Mexico.",2025-03-25 23:24:00+0000
392,SILV.V,Silver Valley Metals Inc.,,explorer,"Vancouver, Canada","silver,gold",47.0,53.0,"Exploration company focused on the Silver Valley Project in Idaho, USA, targeting silver and gold with historical resources.",2025-03-26 00:00:00+0000
393,SKE.TO,SKEENA RESOURCES LIMITED,SKEENA GOLD & SILVER,developer,"Vancouver, Canada","gold,silver",72.0,28.0,"Developer of the Eskay Creek gold-silver project in British Columbia, Canada, with significant gold and silver reserves.",2025-03-26 00:00:00+0000
